person_id,why_are_pid,prob_machine_generated,n_tokens,glimpse_criterion
US:25065723,"I am because I believe in the right for the people to choose how they live their life. (abortion, gay marriage, etc)",0.62,28,-0.7302576733529702
US:183208553,It's the only choice I have. I'm not a big fan but it's the closest to what I believe.,0.76,24,0.05678020274793245
US:3012668,more liberal and do not approve republicans conservative choices,0.32,10,-7.426752996798226
US:193164715,I believe in the power of government to make a difference and to look out for the most vulnerable.,0.88,20,0.8706442011141284
US:174023377,Different opinions for both parties,0.25,5,-3.733276580388683
US:162089701,Not sure,0.38,2,-2.1874984942408053
US:156674223,Because I don't believe in the cruelty of the Republicans. I believe the science and don't believe wealthy need more tax breaks.,0.25,26,-3.7489547729341757
US:170972947,"I believe that everyone has a right to live free, nobody is above the law, and and nobody has the right to determine you don't belong on this land because of the color of your skin! Every person is human and equal!",0.32,47,-2.737725110600787
US:195013463,Just felt like it,0.27,4,-3.361998013521209
US:1325933,"Because government has certain roles to play but those should be limited. The people should most of their decisions by where they put their money, not by the government taking people's money and wasting it.",0.23,39,-4.161311388616224
US:201793023,My family and give what we're are going through now,0.23,11,-4.304172186032057
US:135972431,I strongly support all of Donald Trump's decisions because he loves this country and will do anything to save it from being the wreck that Obama and Biden have made,0.44,31,-1.7381279025212981
US:200266563,THe Republicans are too nuts.,0.22,7,-4.962539693510635
US:198736091,I stand for rule of law,0.41,6,-1.9591375242668905
US:142543661,"I voted for Ronald Reagan 80 & 84, bush in 88, Perot in 92, then in 1996, I voted for bill clinton bc of healthcare …. Then they impeached him ….thats when I became an antiCONservative….in 2000 the Supreme Court intervened and stopped the vote count in Florida… ignoring the will of the people and depriving the popular vote winner Al gore his presidency giving it to. bush /cheney. Who gave us the Great Recession and Iraq war …,then Obama won in 2008 & 2012 ….giving me the healthcare Clinton tried to implement…CONservatives have caused so much damage to our great nation … we may never recover from it. And that’s even before Trump n maga stepped I. To supercharge the destruction of the USA.",0.26,172,-6.565486193256468
US:31895358,I agree with their policies and views,0.38,7,-2.1833612998193237
US:151078541,I believe Democrats are for social and demacratic programs and values. The Demcrats are for middle and lower class,0.23,24,-4.229506350567669
US:4134139,I feel that they are listening to the people and doing more for the people,0.7,15,-0.31777134943364876
US:28156510,Because i believe in the party. They get things done,0.26,11,-3.5910389267733454
US:178570843,"It is the party of FDR, HST and JFK. It can stand and oppose the current regime and fight for the genuine every day people.",0.37,30,-2.2210638413336024
US:34695224,"I'm very conservative, almost libertarian. Republican party comes closest to my views.",0.32,16,-2.661465347792509
US:28734223,I don't care of either one of them.,0.45,10,-1.6825622567851166
US:1949924,Because I believe that Democrats are for helping people to be Self sufficient in area can provide positive productive policies,0.52,20,-8.879988092426714
US:25580322,because polotics is nothing but a money maker for the rich,0.29,12,-3.0126378894929413
US:124472141,Thr democratic party has made a hugè mess in our state. They're TOO liberal We need new people!,0.29,22,-7.151616762927466
US:41198284,Because they align with my beliefs and values,0.38,8,-2.1414447794764633
US:32348799,becaause i am black,0.22,6,-5.620889743734886
US:40926800,Like the policy’s,0.23,4,-4.081074044016512
US:188332027,Democrats apparently have no idea how reality works. The costs and consequences of their delusional feelings on things.,0.23,22,-4.132377993626681
US:189969363,"I value Social Progress over Social Conservation. I value free speech, and the Rule of Law, as defined and limited by the Constitution, as Amended by a society that rejected the Founding Father's belief that ""We The People"" only applied to White, Male, Landowners; and not those landowner's property.",0.23,65,-4.406429803488761
US:154728427,"Well, demoncrat party is a part of death and cults, republicans has some rhinos to get rid of.",0.22,26,-4.538535576759679
US:187253879,I support trump,0.23,3,-4.190771277852518
US:3188194,They aline with most of my beliefs,0.3,8,-2.8909803605430437
US:198783471,"Because I love freedom, this country, and the former international order.",0.25,14,-3.6728629291637778
US:4037061,"I want small, limited government, low taxes, law and order, and traditional values",0.47,17,-1.5602559673834306
US:404350,"I'm sane and rational unlike mentally ill, angry democrats",0.23,12,-4.43534882497805
US:197248363,Too much going on in the world.,0.77,8,0.07589355368383677
US:186918827,I believe the Democratic Party is the party of the working class in America.,0.89,15,0.9291759363671909
US:203805443,,,0,
US:182665931,Republicans have turned away from democratic values and towards not questioning the authoritarian views of trump.,0.22,17,-4.7715614267990185
US:245376,because i liked what they use to stand for now i am not like what they stand for at all,0.26,20,-3.5723110422558175
US:24933131,Conservative values are more aligned with the Republican Party.,0.79,11,0.19439059615647092
US:137083711,The Democrats are ridiculous in their beliefs now,0.26,8,-3.477934671678646
US:182326937,"My views such as less government spending, gun rights and public safety funding are geared more towards Republicans.",0.22,20,-4.603993273795057
US:707706,"Republicans are not batshit crazy like democrats. Republicans believe in lower taxes, smaller government, conservative values.",0.43,22,-1.791448093651434
US:40949722,"I am a Dem because I believe in personal freedom, the ability to live life as you wish as long as you do not harm others. I believe in helping other countries when they are struggling by supporting their cause for freedom (e.g., Ukraine), providing food or other forms of aid, or helping during a crisis. I believe in immigration because this is a country founded by immigrants. I believe in the rule of law and following the Constitution.",0.67,89,-0.46703499717145636
US:170062489,I vote for Democrats and Republicans depending on their vision.,0.36,11,-2.318494131867009
US:4349947,now days the Republican party is the party of the people and they are doing things for the people,0.63,19,-0.6578409337233047
US:111739597,I think we believe in what we are fighting for. Democrats are working to better our futures.,0.29,19,-3.0144524026677377
US:886594,Because they cannot solve the problem and they don’t think of the people,0.42,14,-1.9031298873126818
US:134825095,I think the current GOP is not focused on what is best for most Americas but what the president wants. There seems to be a fear of going against him or even disagreeing with his policies.,0.5,39,-1.358815207608287
