person_id,why_think_pid_with_when,prob_machine_generated,n_tokens,glimpse_criterion
US:142482955,White Liberal Democrats are the most racist/ hateful people on the planet and I want nothing to do with them.,0.52,22,-1.2677830481177694
US:37558461,"there is no need for a 'party', let alone two parties. I despise clubs, memberships and etc.",0.22,23,-4.479241301750572
US:146513061,"As mentioned because the republicans are on the right track, not perfect but they have morals that the other party has given up.",0.23,26,-4.1346632184654855
US:42868412,More christians,0.22,3,-4.872641573529663
US:194731061,I believe in the values and principles,0.81,7,0.31583054886195555
US:189668067,I don't believe either party truly represents my views.,0.5,11,-1.3959160129054637
US:2257436,"I am working class, don't have money or connections",0.46,11,-1.6237106661944407
US:46509319,I fellow them since I was young,0.27,7,-3.3609763195489273
US:25164130,I have always been part of the working class and come from a working class family. My father was an active member of the Democratic Party and my parents had gotten married during the depression. I was born in 1933.,0.81,45,0.3127141483947617
US:206343225,because i'm not a braindead piece of shit,0.52,10,-1.228937138242719
US:28245199,whole family,0.32,2,-7.462903799074062
US:149749489,I am not into politics.,0.71,6,-0.26579644056993246
US:205174765,It appears Republicans make better choices for America,0.22,8,-4.9685787028292
US:290464,"I am conservative, I don't agree with most liberal ideas. I think Republicans are more about the common man",0.67,22,-0.45256342703802965
US:2409084,because republicans suck,0.28,4,-6.93532519231974
US:3074529,"It represented my views about being the party of working people, the poor, and the downtrodden",0.31,20,-2.8662345463275978
US:24283092,Because I care about others and prefer a democracy where we all take care of each other instead of only looking out for myself,0.25,24,-3.692159057284582
US:3416672,"They stand for less government, are against abortion, are against foreign involvement especially wars, are for greater freedom and are strict Constitutionalists.",0.26,27,-3.5598200153926185
US:2865802,dem are wrong all of the time. too liberal.,0.22,11,-5.232548265127981
US:887627,"On some issues, I agree with one party; on other issues, I agree with the other party. I vote the candidate, not the party.",0.58,30,-0.9095399049785825
US:624926,"I think of myself as a Democrat due to caring about everyday people, our country as a whole, and freedoms that we have.",0.32,26,-2.668879281232784
US:41003250,They care more about people,0.3,5,-2.995502832865569
US:176660221,As I got older became more conservative,0.23,7,-4.430704144978241
US:39857116,It seemed that I agreed with the republican platform much more than the democratic one.,0.36,16,-2.3022020213533994
US:1915603,Democrat party (and influential members) lost reality and began censoring freedom of speech.,0.22,18,-4.582262246036552
US:154799359,Due to the many actions by Republicans and Trump I truly believe the republican party must be fully dissolved because most of them could care less about Americans and what the U.S. stands for.,0.28,37,-3.1848054141514623
US:117063461,I think of myself as a Republican because I feel the party is on the right side of most issues.,0.82,21,0.3961006029923332
US:46854801,I think government should be limited. Citizens should depend on their selves,0.32,13,-2.7553521803399015
US:141316529,"My values align with Democrats. Never have aligned wit republicans - who are now supporting a criminal running an authoritarian government and a cabal that wants to destroy our government, cultural and educational institutions",0.24,38,-6.254741524877694
US:29196009,"Because generally, that's the way I think the way the democrats think, however, I do have a strong republican views",0.27,25,-3.3190473015193613
US:35974578,I want a level playing field between the public and big business.,0.49,13,-1.4544474998897348
US:1015933,I dont care about politics,0.43,5,-1.8315283034380152
US:190809023,Republicans tend to put the good of the Nation before lining their pockets.,0.22,14,-5.0706897463983776
US:197879847,Because I believe most of what Republicans say more than what Democrats believe,0.22,13,-5.050691538504433
US:138955263,"I believe in social programs, that everyone should be house and fed, in equal rights and protecting the vulnerable.",0.28,22,-3.1492080878995594
US:40740267,They are imperfect but they seem to believe in doing what is beneficial to the average person.,0.29,18,-3.0213957918746304
US:2657780,"the party represents free will and doesn't give handouts as a way of buying votes and pandering---most Democrats are ""tax and spend""",0.22,29,-5.694442883904531
US:4290188,AGREE MORE WITH WHAT THE REPUBILCAN SAY THEN THE DEMOCRATS,0.26,16,-3.569175390436305
US:40721305,I feel people should have more freedom,0.67,7,-0.452111689981501
US:314215,better policies,0.52,2,-8.877634235914227
US:173640705,Because the dems are too radical and support many ideologies I disagree with,0.23,14,-4.39109398465
US:29864847,"Tends to be more of a party for average person, middle of the road American",0.46,17,-1.6207762920293696
US:188327943,Because both parties are more concerned with cultural issues like Stop the Steal and DEI than they are with fixing important economic issues like the cost of living and stagnant wages,0.28,33,-3.2470303313423066
US:193760887,Because I believe in drawing lines and setting boundaries on certain issues facing the country. I found that those issues were taken too lightly.,0.27,26,-3.337399153051293
US:2474594,Democratic party is too focused on making sure they are the only ones in power at all levels. Republicans are too principaled to govern effectively.,0.35,28,-2.4204057723013115
US:495847,Because the ideology and the policies of the liberals do not align with what I believe.,0.48,17,-1.499761811106162
US:29454577,"My answer to the previous question explains it, so I will repost it here: I had been a Republican back in the 1970s and 1980s, but switched to Democrat when the Republican Party became infested with Rush Limbaugh. I switched back to Republican because of the Democrats supporting DEI and funding universities. The problem with universities extends beyond crazy left wing stuff. Science actually has become infected because too much money has been spent in it, and it has become a big bureaucracy, often advancing nonsense because people want to conform. I still do prefer the Democrats on smoking--they are more supportive of smoking bans in public places and other anti-tobacco measures. I slightly prefer the Democrats on other environmental issues, but they are now pretty weak. For example both Biden and Harris supported fracking, and the Democrats chose a coal lobbyist, Jaime Harrison, to be the head of the DNC just prior to the current head. Why did they do this? Because he was black, and that is all they care about.",0.23,206,-4.33914658567663
US:39565636,I believe in the United States of America. I believe in our constitution. I believe in law and order. I don’t believe in the far left ideology that has spread through our educational and social systems. I believe in President Trump’s administration to make America great again! God bless all!,0.64,58,-0.6019969414779972
US:2559310,MAGA and the rule of law !,0.42,9,-1.8951520526544108
US:131893163,I oppose killing babies,0.24,4,-3.871337641280326
US:145200391,"The way Republicans ""behaved"" during Obama's term in office was a turn off. Democrats seemed to want to do things for us while Republicans seemed, and still seem, to want to do things for them not their constituents",0.36,45,-2.3345368111420934
US:2594180,I am for the middle and lower class people. The rich are parasites who pay minimal or no taxes.,0.49,21,-1.424094737063187
