person_id,why_moved_to_current_state,prob_machine_generated,n_tokens,glimpse_criterion
US:2725036,fathers job,0.25,3,-6.375469936861808
US:4367844,Work,0.44,1,-1.709566926274204
US:2721894,Was born here,0.23,3,-5.952310534431207
US:145372567,"work, had an assignment with AT&T Mobility",0.22,9,-5.416280944841157
US:196274361,My parents moved here,0.35,4,-2.3934872312132685
US:597116,I live here,0.41,3,-1.9625048674888288
US:670080,Parents brought me,0.23,3,-5.739910225530671
US:25258738,Freedom,0.23,1,-4.309834217354992
US:1804280,I was born in Indiana.,0.79,6,0.22817485084790623
US:134002387,Born here,0.24,2,-6.211084609295849
US:30701219,My husband's federal job,0.23,5,-4.322669420567172
US:169952803,it's home,0.22,3,-4.571779660014039
US:181973673,It's my home,0.31,4,-2.8746650357349486
US:990540,i got out of the military,0.45,6,-1.6499614261556905
US:163989631,relationship,0.55,1,-9.059880440871735
US:156892649,Legal Resident,0.23,2,-5.993624703943594
US:31285486,Cost of living,0.53,3,-1.1896825588485167
US:2128938,Help parents that were aging.,0.31,6,-7.363979388393456
US:4467103,was a baby and parents moved,0.22,6,-4.915241310912239
US:144724117,"Weather, be near family, travel, scenery",0.24,9,-6.256599508289543
US:1894629,My father changed jobs,0.27,4,-3.2918768430481524
US:40444921,Leaving Cuba,0.27,3,-3.387194866435676
US:4572435,I needed healthcare.,0.24,4,-3.9831070452738953
US:39250563,It's home state,0.22,4,-4.701883382927775
US:137783195,Job,0.33,1,-2.6298001581011357
US:912764,Job,0.33,1,-2.6298001581011357
US:26304917,My husband wanted me to move to Idaho because it is less crowded because it's less crowded,0.26,18,-3.51959840482656
US:102175907,Higher paying job,0.26,3,-3.4813719267926713
US:178948509,employment relocation for father,0.51,4,-8.823187700731037
US:148397215,my home state,0.24,3,-3.9095431177497253
US:889882,job,0.28,1,-6.973120537884909
US:182596145,Rent,0.24,1,-6.133558265662187
US:4683826,I was born here,0.62,4,-0.738409544674931
US:28491293,To take a new job.,0.37,6,-2.2528144814145934
US:679060,Born here,0.24,2,-6.211084609295849
US:150431611,I lost the job I had out of state and moved back to Ohio,0.37,14,-2.2125833340614505
US:29765841,Retired,0.36,2,-2.3629177271358044
US:441635,Born here,0.24,2,-6.211084609295849
US:35905672,retired,0.22,2,-4.658325819448067
US:39866820,Health,0.31,1,-2.8711094562839894
US:40454774,"Grew up in Oklahoma City from 1959 to 1985...by that time , OKC was already showing signs of violence so moved my family to a small rural area in Missouri..",0.23,39,-4.22729848640322
US:192684055,To get out of Bew York for a better cost of living,0.24,12,-6.201231650163253
US:41217056,I moved back to MO to be closer to family,0.34,10,-2.5148211913657734
US:172262549,Family reasons,0.3,2,-7.225158045747614
US:172489391,My parents moved,0.37,3,-2.2419381397776657
US:110126849,My mother divorced my sire.,0.22,6,-5.551426208776548
US:127970477,Parents moved back to TN,0.25,5,-6.549149939369279
US:184753335,Job,0.33,1,-2.6298001581011357
US:3807435,My father left the Air Force and returned here,0.23,9,-4.236789727178925
US:186669327,Originally lived there moved back,0.35,5,-7.7733690348939986
US:4017243,Was born in Pennsylvania,0.29,4,-3.026916445173031
US:1784322,My uncle sent me to live with my mom,0.34,9,-2.5371000273146693
US:1892485,job,0.28,1,-6.973120537884909
US:4435846,Unsure,0.47,2,-1.5491905888884199
US:40022218,college,0.38,1,-8.01762236337824
US:697926,work,0.23,1,-5.758092195569234
US:139758105,I love it,0.65,3,-0.5491211736238312
US:1315745,Military,0.23,1,-4.3068628575084205
US:171969377,It is home,0.37,3,-2.2111477519505702
US:40943555,Husbands employment,0.24,4,-6.252827335043127
US:203807193,Prices,0.27,1,-6.752060877656726
US:103583133,Mother got married,0.23,3,-4.146859477787486
US:188490537,lived here all my life,0.38,6,-2.1941686653561434
US:164429759,I was originally born here.,0.51,6,-1.3091348512970273
US:46344500,I didn’t move here,0.38,5,-2.193739502932718
US:27654523,To leave left wing zealots and have a better life,0.24,11,-3.8320216103541305
US:33794250,dallas cowboys,0.49,4,-1.4512226792732315
US:150199097,Help daughter with children,0.24,4,-6.224533312850843
US:182632037,With my husband,0.26,3,-3.49934221941793
US:1729988,A girl,0.43,2,-1.8008195162181853
US:133183635,I was born here,0.62,4,-0.738409544674931
US:1724759,I was born here,0.62,4,-0.738409544674931
US:1130607,I was born here. Left temporarily for work and military. Then returned.,0.27,15,-3.3329004601687466
US:180575093,Work,0.44,1,-1.709566926274204
US:156039089,To get away and to better myself,0.25,7,-3.6357584536627874
US:236035,Family,0.25,1,-3.7675180728671025
US:168865609,for work,0.23,2,-5.750939931528807
US:34772605,Was born here.,0.22,4,-5.058588438882611
US:100029395,Family,0.25,1,-3.7675180728671025
US:178340357,My family wanted to come home.,0.31,7,-2.812033290918498
US:139599977,To get out of the Northern part of Wisconsin where things are getting crazy.,0.26,15,-3.595492576694452
US:4492862,8 ys old moved with parents,0.25,6,-6.422451628837719
US:120749819,"Weather, taxes, politics, cost of living",0.32,9,-2.7419152001988136
US:33198255,Tried of it,0.37,4,-2.2409703479724374
US:159965399,"Divorce, my Dad lived here wiht new family so I moved to be closer to them",0.25,19,-6.46408937907541
US:185369013,Employment,0.39,2,-2.104787896840956
US:1625340,I had to take care of my late brother's farm while he was away driving truck.,0.46,18,-1.637952685470704
US:939207,My parents/family moved.,0.22,6,-5.378413440380985
US:137513145,Climate,0.3,1,-2.930606744264868
US:176427911,"To get away from high taxes, insurance and crowded roads and stores.",0.23,14,-4.3077513380567325
US:1341753,retired,0.22,2,-4.658325819448067
US:174100107,The try and resume career,0.23,5,-5.8661585356698875
US:168601691,Birth,0.22,1,-4.78186739641837
US:38479601,Job,0.33,1,-2.6298001581011357
US:177520929,father was in the USAF,0.31,6,-2.7943264475902434
US:4191686,Came back to home state,0.35,6,-2.385480732642355
US:42327128,family moved,0.48,2,-8.659062407870746
US:134076243,"Job transfer that I asked for to live in California for the life style and politics, the state of mind",0.22,21,-4.94221792593637
US:1183535,Born there,0.27,2,-6.753916288151027
US:182233645,Moved with parents,0.24,3,-6.220903107921067
US:30178637,new job out of college,0.29,5,-3.121194455650158
US:797697,Taxes and house prices cheaper in Fl,0.23,8,-4.255593563289215
US:144386033,Came back home,0.43,4,-1.8318883079242332
US:34468901,"I was getting divorced and mostly working in Minnesota anyway, so I moved closer to my job sites.",0.22,20,-5.047471640511968
US:197890433,Because my husband was stationed in Ft. Huachuca,0.25,11,-3.6237078209743143
US:193176267,"I love the scenery,and it has no state income tax",0.23,11,-4.165052072871196
US:2628810,Freedom and conservative values,0.23,4,-4.413987602015521
US:192795453,better government,0.32,2,-7.403717782148839
US:182220409,need a place to live,0.39,5,-2.0685624069599804
US:138817961,my dad,0.22,2,-4.643720719102265
US:40514623,Born in nd,0.22,3,-4.516304287003801
US:27204954,"dad was in the Air Force, got orders to move",0.31,11,-2.7688207737495487
US:128079659,Job,0.33,1,-2.6298001581011357
US:163108491,1970,0.28,2,-3.14481343197934
US:184306119,Born here,0.24,2,-6.211084609295849
US:26736042,Job,0.33,1,-2.6298001581011357
US:180309767,Cheaper taxes,0.23,3,-4.438491131666163
US:688068,My father took a job with General Dynamics,0.4,8,-2.03570183367956
US:192873887,Parents relocating,0.51,3,-8.857404878286987
US:155870419,Family matters,0.22,2,-4.5209004351257684
US:174720893,Climate,0.3,1,-2.930606744264868
US:4364745,Scholarship,0.54,3,-1.1397525306514438
US:22054392,born,0.3,1,-7.236120512622556
US:23562026,Climate,0.3,1,-2.930606744264868
US:142438759,"Cost of living is cheaper, people are friendlier, less corruption",0.39,13,-2.107258707322737
US:649911,Born,0.23,1,-4.273463638025494
US:829638,get away from personal issues,0.23,5,-4.167428756564314
US:3282836,Better job,0.22,2,-5.464849789016072
US:3644474,I did t move I was born there,0.23,8,-4.246580744365921
US:712408,where i found work,0.24,4,-6.1363464686222855
US:191576187,It was my family’s decision,0.49,6,-1.4419739151036877
US:2799775,Came home,0.33,3,-2.617574918005329
US:30490332,My husbands Job transfer,0.32,4,-7.453427164291159
US:33787292,With parents,0.22,2,-4.520557557952113
US:193606709,Warm weather.,0.38,3,-2.1664553557628476
US:127262499,Needed a change of scenery.,0.54,6,-1.1670616446884352
US:833211,Work and to raise a family,0.22,6,-4.478783295377176
US:2867682,Help foamily our grandson got cancer.,0.6,8,-9.361499663335486
US:24646785,My ex husband was in the Military and got orders to kentucky,0.25,14,-3.7817706825430903
US:1336536,Dad got transferred back,0.24,5,-3.930391024977494
US:29342206,Parents moved,0.49,2,-8.710171425794718
US:192133211,"I was away for 17 years living in different parts of the country, and have a ten year career in software development. After getting laid off I had to move back home.",0.47,36,-1.5434655867723392
US:3055095,To be with family,0.31,4,-2.860333085334644
US:107067195,better schools,0.42,2,-8.299284085755147
US:45056868,"Work, to be closer to family",0.28,7,-3.186868181950108
US:1189946,returning to where family/jobs were,0.23,8,-5.758940779063388
US:190380543,Universty,0.33,3,-2.584615410175397
US:189113771,Because I live here,0.25,4,-3.6192046151774058
US:3256742,"climate change,",0.38,3,-2.20866032385989
US:24455663,Home state,0.22,2,-5.132037758707222
US:133497725,Better employment opportunities,0.25,3,-3.671255887676081
US:176974567,High crime in Florida,0.24,4,-3.959320605667976
US:172627603,Retired,0.36,2,-2.3629177271358044
US:1702701,To get away from the Democratic stronghold of Illinois.,0.24,10,-3.8224278791076407
US:2297173,its my home state.,0.22,5,-4.7402067446337375
US:177515073,to continue working as an RN and to be closer to family,0.29,12,-3.123746463918813
US:39386876,I was 3 months old didn’t have a choice,0.33,11,-2.596908057994976
US:144782711,Job layoff,0.22,3,-5.2546062952970205
US:2567395,born here,0.28,2,-7.017825511327215
US:3183554,Oportunities,0.26,3,-3.606066544515469
US:27014929,Parents,0.22,1,-5.272819317914015
US:236705,Job related,0.22,2,-4.790726612953428
US:197590917,Work,0.44,1,-1.709566926274204
US:131520747,Work,0.44,1,-1.709566926274204
US:193755917,Moved here with parents,0.22,4,-4.504172517907246
US:519167,I was a child and my parents moved,0.84,8,0.5351972410754458
US:194625109,My parents moved here when I was young,0.53,8,-1.2222466592383194
US:1437510,came back home,0.22,3,-5.362530030014087
US:29247955,job,0.28,1,-6.973120537884909
US:1885144,Job,0.33,1,-2.6298001581011357
US:22851268,Aging parents,0.55,3,-1.098243854606135
US:4281202,to start over after a bad marriage,0.29,7,-3.0451288951066915
US:1336585,"I was born here, but went away to school for one year.",0.56,14,-1.0481666075717666
US:197806785,Move in with family,0.33,4,-2.632433611253392
US:193796593,Job,0.33,1,-2.6298001581011357
US:146297641,To retire,0.22,2,-4.4537840767548875
US:1853845,Family wanted tocome backhome after 3 years in New York.,0.28,14,-3.2191908462695795
US:41263881,My family lived here.,0.29,5,-3.013034938185123
US:204417585,Family,0.25,1,-3.7675180728671025
US:2467614,"It is my hometown, my children live here, & I love Ohio.",0.25,15,-3.682264553146008
US:3267760,boyfriend is from there,0.25,5,-3.686239744389029
US:39885739,"taxes were rather high, crime was high, not comfortable in California",0.23,14,-5.990182839565107
US:193611061,I was born here in 1953.,0.68,9,-0.3830082952248224
US:40815774,My father got a job here.,0.5,7,-1.354452847726946
US:4013639,Marraige,0.32,3,-2.7011230842326275
US:257196,Born there,0.27,2,-6.753916288151027
US:193207065,I like it,0.62,3,-0.7038954895872092
US:1130966,to retire,0.23,2,-5.996663983852001
US:3844994,Returned home,0.25,2,-6.472012652399412
US:631179,work,0.23,1,-5.758092195569234
US:2472694,My father was seeking work to make a better living for his family,0.35,13,-2.3989911233108674
US:126208417,Family obligations,0.23,2,-6.0418288314509905
US:146457207,Convenience and taking care of a parent,0.28,8,-3.2596606279136946
US:3273277,Moved back to Michigan to be close to my family,0.42,10,-1.8975789511100982
US:4570170,Moved to our beach getaway home permanently after retirement,0.23,9,-4.389194537892097
US:1936408,parents moved so I moved,0.29,5,-7.094076397510565
US:41996246,I moved back for famiy,0.24,6,-6.165505294283174
US:111864859,Good employment opportunity arose,0.3,4,-7.212168561288786
US:169892699,My grandfather lives here before I arrived here.,0.25,9,-3.715891802041582
US:40590505,"I GREW UP HERE IN LAKEMONT/ALTOONA, PA.",0.36,17,-2.3559656240593796
US:197208331,No sales taxes,0.22,3,-5.183802352504001
US:213911,Back from being with husband in army,0.23,7,-5.812445854796435
US:4394557,To be closer to our families and so our children could get to know their grandparents and cousins,0.53,18,-1.1982532671561774
US:103238395,Retired,0.36,2,-2.3629177271358044
US:43295968,Got married,0.23,2,-5.7645829711388705
US:41861504,Parents moved to be closer to family,0.28,7,-3.2314149972188306
US:102935851,My mother move me to Arkansas to grandparents to help her out,0.22,12,-5.264557763932618
US:153841617,Coming home,0.22,2,-4.721268812632334
US:40827214,My son lives in Ohio and for better healthcare than Tennessee.,0.23,12,-5.927304090944697
US:194176021,Parents moved here,0.27,3,-6.835573645971975
US:22438072,Family,0.25,1,-3.7675180728671025
US:114891825,home state,0.26,2,-6.728041679671401
US:170594,move to a more conservative state,0.43,6,-1.831553371841233
US:163168713,It's home,0.25,3,-3.779839152476526
US:169143651,It's my home state,0.3,5,-2.892881664430593
US:2654290,i didnt move to new mexico,0.24,6,-4.0563335289043225
US:4415166,To buy a business,0.39,4,-2.0586535932107943
US:128217457,Job transfer,0.23,2,-5.710488293819559
US:187677027,It's home,0.25,3,-3.779839152476526
US:969263,Marriage,0.38,2,-2.145412607267349
US:197513863,"Proximity to work, more affordable",0.45,7,-1.6480552717697743
US:1480050,School,0.27,1,-3.413737255616781
US:46328622,New job,0.32,2,-2.679164289476525
US:175082343,Milder weather than the midwest,0.3,7,-2.99264039241409
US:4476379,New job,0.32,2,-2.679164289476525
US:3619252,Parents job,0.6,2,-9.35787245638357
US:629443,A job,0.53,2,-1.2162047615224842
US:717722,Near family but living on my own,0.26,7,-6.563488520274428
US:4541408,"Retired, costs less and more conservative",0.22,8,-5.091195828636625
US:1663104,work,0.23,1,-5.758092195569234
US:192934753,It’s where my parents are from,0.42,7,-1.8538376250705366
US:496122,By a Business,0.25,3,-3.776442944509154
US:193012325,No comment,0.25,2,-3.8145176195345756
US:32711723,Dad was in germany,0.22,5,-4.758513394284183
US:26259095,Boyfriend,0.38,2,-2.1578831752506358
US:169495565,got engaged to person who lived here,0.25,7,-6.425684563926971
US:40736513,My father was offered a tenured position for his employment.,0.39,12,-2.0758828396983073
US:193265373,I was born and raised in Texas,0.87,7,0.738551142833773
US:37981556,Job,0.33,1,-2.6298001581011357
