person_id,why_are_pid
US:27133163,"As you can see, the other party is non desirable to normal human beings. I have voted for republican candidates in the past...I never will, ever again. Both parties have faults, but the democrats have less and is more desirable for a normal, sensible human being."
US:25440819,I just agree with the policies and beliefs of Republicans over the Democrats...we believe more in the country and bringing it back
US:133057067,Donald Trump.
US:143564507,We just want people to get along and treat everyone fairly.
US:140159349,"The Democratic Party, in the abstract, stands for policies that support ALL of the working class. The Republican Party stands for policies that support rich, white men."
US:196799939,I am for the person who will do the right thing
US:174034439,"Neither party has it right. The Democrats are too busy trying to deny science or use limited scope science to push an agenda that is no where near in keeping with the wishes of the American people. The Republican's spend too much time catering to the rich. While I have never considered myself a Republican, I did, at one time, consider myself to be a Democrat. Nowadays, I'd vote for a pile of cow droppings before I would vote for a Democrat. They are unrealistic, out of touch, and unintelligent."
US:38073065,Because My Party takes action and does what it says...
US:32122833,More open-minded
US:40764440,The party most aligns in my belief structure on how government is supposed to work for the people. Put the people and their welfare first and apply the rule of law equally to every part of the electorate.
US:625108,I don’t particularly care for trump.very obnoxious
US:158510227,I believe in freedom and they more closely align with freedom than the Democrats
US:101792775,I believe in a women's right to chose and I believe in democracy
US:46345305,"I am a libertarian, which places me with Republicans on most economic issues and Democrats on most social issues. I favor free trade and immigration reform, but am against DEI and funding for most domestic programs."
US:885183,"Pro-life, pro-business, strong foreign policy"
US:178680193,"I’m a democrat because I think that all people, regardless of their race, gender, background, or religion should have their opinions heard. Republicans try to suppress the voice of anyone that disagrees with their far right agenda."
US:36854567,Donald Trump
US:181354925,KIND OF THOUGHT THEY WERE FOR THE WORKING CLASS
