person_id,question,text,prob_machine_generated,n_tokens,glimpse_criterion,full_text
US:103721945,why_moved_to_current_state,"We owned a vacation property there, and got tired of Delaware (it has changed a lot in the past 35 years, and I no longer recognize it.) I was able to find a job very similar to what I had been doing in Delaware, and it made sense to move to WV and sell the Delaware house so that we didn't have to maintain and pay for two properties. (BTW, we moved THIS year, 2025, not 2024.)",0.3,95,-2.9764240872304484,"By the time I had reached my mid-20s and had graduated college and was living on my own.   We owned a vacation property there, and got tired of Delaware (it has changed a lot in the past 35 years, and I no longer recognize it.) I was able to find a job very similar to what I had been doing in Delaware, and it made sense to move to WV and sell the Delaware house so that we didn't have to maintain and pay for two properties. (BTW, we moved THIS year, 2025, not 2024.)   The Democrats believe too many decisions should be arbitrated by government and spend too much on government programs. The Republicans interfere too much with bodily autonomy and personal choices. As a Libertarian, I believe the legitimate role of government is to protect its citizens' individual rights; not to expand government programs that interfere with the free market, mandate what products we can or cannot buy, or impose morality upon us. Neither the Democratic Party nor the Republican Party seems to understand this view."
US:103721945,why_think_pid_with_when,"The Democrats believe too many decisions should be arbitrated by government and spend too much on government programs. The Republicans interfere too much with bodily autonomy and personal choices. As a Libertarian, I believe the legitimate role of government is to protect its citizens' individual rights; not to expand government programs that interfere with the free market, mandate what products we can or cannot buy, or impose morality upon us. Neither the Democratic Party nor the Republican Party seems to understand this view.",0.27,93,-3.3377832061345143,"By the time I had reached my mid-20s and had graduated college and was living on my own.   We owned a vacation property there, and got tired of Delaware (it has changed a lot in the past 35 years, and I no longer recognize it.) I was able to find a job very similar to what I had been doing in Delaware, and it made sense to move to WV and sell the Delaware house so that we didn't have to maintain and pay for two properties. (BTW, we moved THIS year, 2025, not 2024.)   The Democrats believe too many decisions should be arbitrated by government and spend too much on government programs. The Republicans interfere too much with bodily autonomy and personal choices. As a Libertarian, I believe the legitimate role of government is to protect its citizens' individual rights; not to expand government programs that interfere with the free market, mandate what products we can or cannot buy, or impose morality upon us. Neither the Democratic Party nor the Republican Party seems to understand this view."
US:103736105,when_decided_pid,When GW Bush was handed the election of 2000,0.3,11,-2.9881870937885537,When GW Bush was handed the election of 2000   Because republicans began openly stating they wanted their religion to influence their policy   I was born here
US:103736105,why_are_pid_with_when,Because republicans began openly stating they wanted their religion to influence their policy,0.22,14,-5.314450444836417,When GW Bush was handed the election of 2000   Because republicans began openly stating they wanted their religion to influence their policy   I was born here
US:103736105,why_moved_to_current_state,I was born here,0.62,4,-0.738409544674931,When GW Bush was handed the election of 2000   Because republicans began openly stating they wanted their religion to influence their policy   I was born here
US:103769783,why_are_pid,I believe in taking care of yourself and work for a living. Not depend on the government to give me money,0.47,22,-1.5523240185583695,I believe in taking care of yourself and work for a living. Not depend on the government to give me money   My dad retired from the Marines and mom wanted to be close to family
US:103769783,why_moved_to_current_state,My dad retired from the Marines and mom wanted to be close to family,0.33,14,-2.635636641819537,I believe in taking care of yourself and work for a living. Not depend on the government to give me money   My dad retired from the Marines and mom wanted to be close to family
US:103816505,why_think_pid,Unsure in that,0.26,4,-3.5692206095924277,Unsure in that
US:103955583,why_moved_to_current_state,Work,0.44,1,-1.709566926274204,Work   I believe in choice for women
US:103955583,why_think_pid,I believe in choice for women,0.46,6,-1.5941600540092276,Work   I believe in choice for women
US:1040733,why_are_pid,Do not like either side neither do what is right for the people but what makes them money we should vote all independants in.,0.23,26,-4.452744430649089,Do not like either side neither do what is right for the people but what makes them money we should vote all independants in.   Family had moved so moved to be closer and better off.
US:1040733,why_moved_to_current_state,Family had moved so moved to be closer and better off.,0.22,12,-5.0306547812291145,Do not like either side neither do what is right for the people but what makes them money we should vote all independants in.   Family had moved so moved to be closer and better off.
US:104077625,when_decided_pid,When barrack Obama was elected to his 1st term,0.31,12,-2.82321265518178,When barrack Obama was elected to his 1st term   Because the Republican party is a shameful party that only work for gun lobbies hate groups dismantling true principles of the constitution for there own enrichment
US:104077625,why_are_pid_with_when,Because the Republican party is a shameful party that only work for gun lobbies hate groups dismantling true principles of the constitution for there own enrichment,0.27,28,-6.866845350016872,When barrack Obama was elected to his 1st term   Because the Republican party is a shameful party that only work for gun lobbies hate groups dismantling true principles of the constitution for there own enrichment
US:104092449,why_moved_to_current_state,Returning home to be with family,0.37,6,-2.2383738452531383,Returning home to be with family   Because I hope for a better future for my country. A country where all are given equal opportunity and standing in society. The Republicans will only deliver a hellskape like Russia or N Korea.
US:104092449,why_think_pid,Because I hope for a better future for my country. A country where all are given equal opportunity and standing in society. The Republicans will only deliver a hellskape like Russia or N Korea.,0.22,39,-5.18405461482069,Returning home to be with family   Because I hope for a better future for my country. A country where all are given equal opportunity and standing in society. The Republicans will only deliver a hellskape like Russia or N Korea.
US:104095285,why_are_pid,I share similar political views as Democrats. Being part of middle class and having immigrant parents makes me feel closer to the democratic party,0.27,25,-3.3410491535282616,I share similar political views as Democrats. Being part of middle class and having immigrant parents makes me feel closer to the democratic party
