person_id,why_think_pid
US:3790214,"Both parties have strengths and weaknesses. It's important to do what is the best interest of the nation, not a political party or a leader who makes impulsive, unsearched decisions. Political promises are like water in a sieve, empty!"
US:31973041,"I agree with the majority of their positions, even if I don't think highly of all of their officials."
US:118883263,none they dont care
US:1205565,"Because the current republican party is looking out for all people in the USA. For example, trying to get illegal immigrants out of our country. That's good for everybody. All I see from the democratic party is obstruction at the cost of common sense. All the democrats want is power at all costs while their policies are destructive to the constitution!"
US:121448459,"Republicans lie all the time, are far too extreme, and are also extremely corrupt. Plus they are a cult who's only concern is pleasing Donald Trump. At least the democrats are authoritarians."
US:32323765,"I believe that people should be respected; they should believe in the country that they live in, fly its flag and respect its laws. They should try to assimilate and become cohesive instead of living in cliques together."
US:44105911,I believe what they stand for
US:29291320,"They are slightly less corrupt. They are more concerned with human rights. Proof is how trump is handling they are deporting people they brand as criminals with no evidence, no chance of proving their innocence and that includes people who are legal citizens. And deporting them to prisons in other countries with NO DUE PROCESS WHATSOEVER and then lying and not following Supreme Court orders."
US:180644843,I was a Democrat before the progressive crap.
US:32255549,"Because the Republican Party has basically given itself over to fascism. It doesn't leave a lot of room for folks like me, but the Democratic Party hasn't done that, hence why I stick with them."
